# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
      4735   -1.7266303204e+01    2.1333428087e-01    9.6799677632e+02    9.6800000000e+02    2.5000000000e-02   -1.7270186579e+01    9.8824414424e-01    9.9690082645e-01
      4736   -1.7257895576e+01    2.3282720288e-01    9.6594444721e+02    9.6600000000e+02    7.5000000000e-02   -1.7268120848e+01    9.8852797831e-01    9.9896480331e-01
      4737   -1.7269181717e+01    2.1619680248e-01    9.6495925578e+02    9.6500000000e+02    2.5000000000e-02   -1.7267086048e+01    9.8661820356e-01    9.9896373057e-01
      4738   -1.7278148485e+01    2.2088593967e-01    9.6506413143e+02    9.6500000000e+02    2.5000000000e-02   -1.7267085203e+01    9.8818729568e-01    9.9896373057e-01
      4739   -1.7268520486e+01    2.1158514429e-01    9.6506762465e+02    9.6500000000e+02    2.5000000000e-02   -1.7267086745e+01    9.9032655519e-01    9.9792746114e-01
      4740   -1.7267573936e+01    2.8112533014e-01    9.6401601184e+02    9.6400000000e+02    5.0000000000e-02   -1.7266053375e+01    9.8547932433e-01    9.9792531120e-01
      4741   -1.7268354325e+01    2.1801936754e-01    9.6302745395e+02    9.6300000000e+02    5.0000000000e-02   -1.7265016893e+01    9.9079740111e-01    1.0000000000e+00
      4742   -1.7271528053e+01    2.3921748432e-01    9.6601684118e+02    9.6600000000e+02    7.5000000000e-02   -1.7268128515e+01    9.8686712894e-01    9.9896480331e-01
      4743   -1.7253484855e+01    2.0983452072e-01    9.6593817480e+02    9.6600000000e+02    2.5000000000e-02   -1.7268129879e+01    9.8692874503e-01    9.9585921325e-01
      4744   -1.7264516677e+01    3.3960331809e-01    9.6194839969e+02    9.6200000000e+02    7.5000000000e-02   -1.7263982530e+01    9.8999302121e-01    9.9896049896e-01
      4745   -1.7257771044e+01    2.3332767882e-01    9.6394889944e+02    9.6400000000e+02    5.0000000000e-02   -1.7266057596e+01    9.8719201122e-01    9.9896265560e-01
      4746   -1.7263896880e+01    1.8004752164e-01    9.6593518496e+02    9.6600000000e+02    7.5000000000e-02   -1.7268130688e+01    9.8860073517e-01    9.9896480331e-01
      4747   -1.7262373860e+01    3.0094308500e-01    9.6496054470e+02    9.6500000000e+02    2.5000000000e-02   -1.7267094084e+01    9.8847788882e-01    9.9896373057e-01
      4748   -1.7276711388e+01    2.9032846541e-01    9.6700188311e+02    9.6700000000e+02    5.0000000000e-02   -1.7269164899e+01    9.8897754493e-01    9.9793174767e-01
      4749   -1.7280536992e+01    1.9476612612e-01    9.6708731278e+02    9.6700000000e+02    5.0000000000e-02   -1.7269164999e+01    9.9092799135e-01    9.9896587384e-01
      4750   -1.7272397898e+01    1.7563428261e-01    9.6706572844e+02    9.6700000000e+02    2.5000000000e-02   -1.7269168124e+01    9.9226906738e-01    9.9896587384e-01
      4751   -1.7273693849e+01    1.8393391961e-01    9.6604252643e+02    9.6600000000e+02    2.5000000000e-02   -1.7268137393e+01    9.8582598659e-01    1.0000000000e+00
      4752   -1.7270773371e+01    2.9538872258e-01    9.6800553248e+02    9.6800000000e+02    5.0000000000e-02   -1.7270207859e+01    9.8958735422e-01    1.0000000000e+00
      4753   -1.7267775718e+01    1.7091852027e-01    9.6996859339e+02    9.7000000000e+02    5.0000000000e-02   -1.7272274328e+01    9.9091676428e-01    9.9896907216e-01
      4754   -1.7274975638e+01    2.4333125956e-01    9.6899884494e+02    9.6900000000e+02    2.5000000000e-02   -1.7271244736e+01    9.8952328813e-01    9.9587203302e-01
      4755   -1.7266204063e+01    2.1049540996e-01    9.6606636176e+02    9.6600000000e+02    1.0000000000e-01   -1.7268145194e+01    9.8889726536e-01    9.9896480331e-01
      4756   -1.7258043312e+01    2.0453864165e-01    9.6594060815e+02    9.6600000000e+02    2.5000000000e-02   -1.7268147946e+01    9.8669295664e-01    1.0000000000e+00
      4757   -1.7263018467e+01    2.7410267124e-01    9.6790421275e+02    9.6800000000e+02    5.0000000000e-02   -1.7270217102e+01    9.8771851223e-01    9.9586776860e-01
      4758   -1.7264163940e+01    2.6106366509e-01    9.6497606583e+02    9.6500000000e+02    1.0000000000e-01   -1.7267112300e+01    9.8724944849e-01    1.0000000000e+00
      4759   -1.7269695357e+01    2.2643350793e-01    9.6697453328e+02    9.6700000000e+02    5.0000000000e-02   -1.7269182926e+01    9.8531198527e-01    9.9896587384e-01
      4760   -1.7285911764e+01    3.5873502489e-01    9.6802274207e+02    9.6800000000e+02    5.0000000000e-02   -1.7270216991e+01    9.8760236495e-01    1.0000000000e+00
      4761   -1.7271231653e+01    2.0619403084e-01    9.6804305751e+02    9.6800000000e+02    0.0000000000e+00   -1.7270218628e+01    9.8681719052e-01    9.9896694215e-01
      4762   -1.7254492389e+01    2.2745393482e-01    9.6892395571e+02    9.6900000000e+02    5.0000000000e-02   -1.7271256201e+01    9.8671355040e-01    9.9896800826e-01
      4763   -1.7240785174e+01    2.3229657489e-01    9.6777514949e+02    9.6800000000e+02    2.5000000000e-02   -1.7270225634e+01    9.8814082375e-01    9.9896694215e-01
      4764   -1.7251009817e+01    1.9227016578e-01    9.6678906187e+02    9.6700000000e+02    2.5000000000e-02   -1.7269190479e+01    9.8995769354e-01    9.9896587384e-01
      4765   -1.7250049173e+01    1.7346401689e-01    9.6582619337e+02    9.6600000000e+02    2.5000000000e-02   -1.7268151372e+01    9.8626682637e-01    9.9792960663e-01
      4766   -1.7238231292e+01    1.8143249754e-01    9.6379247211e+02    9.6400000000e+02    5.0000000000e-02   -1.7266076538e+01    9.8772843678e-01    9.9896265560e-01
      4767   -1.7246967066e+01    2.0304611158e-01    9.6278096739e+02    9.6300000000e+02    2.5000000000e-02   -1.7265036160e+01    9.8859415938e-01    1.0000000000e+00
      4768   -1.7245538442e+01    1.5168018014e-01    9.6380476477e+02    9.6400000000e+02    2.5000000000e-02   -1.7266069065e+01    9.8634298423e-01    1.0000000000e+00
      4769   -1.7244994176e+01    1.7319465161e-01    9.6379535822e+02    9.6400000000e+02    0.0000000000e+00   -1.7266065925e+01    9.8784123141e-01    1.0000000000e+00
      4770   -1.7248761902e+01    1.6977548968e-01    9.6381061034e+02    9.6400000000e+02    0.0000000000e+00   -1.7266062486e+01    9.8686084886e-01    1.0000000000e+00
      4771   -1.7247614386e+01    1.7651398182e-01    9.6382294783e+02    9.6400000000e+02    0.0000000000e+00   -1.7266058934e+01    9.8917080545e-01    1.0000000000e+00
      4772   -1.7253374507e+01    1.8439749492e-01    9.6483502794e+02    9.6500000000e+02    2.5000000000e-02   -1.7267092982e+01    9.9033828025e-01    1.0000000000e+00
      4773   -1.7257120443e+01    1.7056101056e-01    9.6588222387e+02    9.6600000000e+02    2.5000000000e-02   -1.7268125715e+01    9.9070069413e-01    1.0000000000e+00
      4774   -1.7260304102e+01    1.6760680824e-01    9.6590325195e+02    9.6600000000e+02    0.0000000000e+00   -1.7268123927e+01    9.8905072229e-01    9.9896480331e-01
      4775   -1.7244423002e+01    1.8189643899e-01    9.6585390347e+02    9.6600000000e+02    2.5000000000e-02   -1.7268122925e+01    9.9194414069e-01    1.0000000000e+00
      4776   -1.7249169695e+01    2.7444349239e-01    9.6777448897e+02    9.6800000000e+02    5.0000000000e-02   -1.7270190845e+01    9.8760870417e-01    1.0000000000e+00
      4777   -1.7253101615e+01    1.7916336522e-01    9.7078659325e+02    9.7100000000e+02    7.5000000000e-02   -1.7273281562e+01    9.8572656749e-01    9.9897013388e-01
      4778   -1.7292340846e+01    2.0041056463e-01    9.7099031104e+02    9.7100000000e+02    2.5000000000e-02   -1.7273278894e+01    9.8752941701e-01    1.0000000000e+00
      4779   -1.7272536702e+01    1.5450170544e-01    9.7306453750e+02    9.7300000000e+02    5.0000000000e-02   -1.7275334666e+01    9.8745156003e-01    1.0000000000e+00
      4780   -1.7273260622e+01    1.6386644454e-01    9.7495636412e+02    9.7500000000e+02    5.0000000000e-02   -1.7277394440e+01    9.8904788008e-01    1.0000000000e+00
      4781   -1.7257527484e+01    1.5605284560e-01    9.7884065163e+02    9.7900000000e+02    1.0000000000e-01   -1.7281490843e+01    9.8800538916e-01    9.9693564862e-01
      4782   -1.7264656925e+01    1.7172710612e-01    9.7682275439e+02    9.7700000000e+02    7.5000000000e-02   -1.7279448235e+01    9.9092370294e-01    1.0000000000e+00
      4783   -1.7267104537e+01    2.1174887845e-01    9.7884623303e+02    9.7900000000e+02    5.0000000000e-02   -1.7281492310e+01    9.8845846996e-01    1.0000000000e+00
      4784   -1.7277023789e+01    1.5844288131e-01    9.7890128051e+02    9.7900000000e+02    0.0000000000e+00   -1.7281492889e+01    9.8768555703e-01    9.9693564862e-01
      4785   -1.7241132634e+01    1.9881645354e-01    9.7978718092e+02    9.8000000000e+02    1.0000000000e-01   -1.7282514909e+01    9.8717058628e-01    9.9795918367e-01
      4786   -1.7266303230e+01    3.4206071332e-01    9.7872826005e+02    9.7900000000e+02    5.0000000000e-02   -1.7281497148e+01    9.8903510666e-01    1.0000000000e+00
      4787   -1.7263589767e+01    2.0158613953e-01    9.7883005715e+02    9.7900000000e+02    0.0000000000e+00   -1.7281492800e+01    9.9040344045e-01    9.9897854954e-01
      4788   -1.7259820873e+01    1.9912244962e-01    9.7880696047e+02    9.7900000000e+02    2.5000000000e-02   -1.7281493723e+01    9.8986372484e-01    9.9795709908e-01
      4789   -1.7241555951e+01    1.9511982561e-01    9.7671744443e+02    9.7700000000e+02    5.0000000000e-02   -1.7279449087e+01    9.9233407182e-01    1.0000000000e+00
      4790   -1.7265085271e+01    1.7350381187e-01    9.7674055373e+02    9.7700000000e+02    0.0000000000e+00   -1.7279448653e+01    9.9057258720e-01    1.0000000000e+00
      4791   -1.7273564852e+01    4.0800832153e-01    9.7684075041e+02    9.7700000000e+02    0.0000000000e+00   -1.7279444399e+01    9.9141242060e-01    9.9897645855e-01
      4792   -1.7257183979e+01    2.0174053684e-01    9.7778200912e+02    9.7800000000e+02    5.0000000000e-02   -1.7280468085e+01    9.8822946105e-01    9.9693251534e-01
      4793   -1.7257980994e+01    2.4077578089e-01    9.7580223205e+02    9.7600000000e+02    7.5000000000e-02   -1.7278423442e+01    9.8953743310e-01    9.9897540984e-01
      4794   -1.7242332919e+01    1.8947094183e-01    9.7473153298e+02    9.7500000000e+02    2.5000000000e-02   -1.7277397342e+01    9.9096251014e-01    9.9692307692e-01
      4795   -1.7244132541e+01    1.7861525287e-01    9.7368801355e+02    9.7400000000e+02    7.5000000000e-02   -1.7276370357e+01    9.8978974711e-01    9.9897330595e-01
      4796   -1.7269983029e+01    1.7755002847e-01    9.7281941582e+02    9.7300000000e+02    2.5000000000e-02   -1.7275339049e+01    9.8696576835e-01    9.9897225077e-01
      4797   -1.7266068647e+01    2.8312366982e-01    9.7193343541e+02    9.7200000000e+02    2.5000000000e-02   -1.7274307062e+01    9.8680637437e-01    9.9794238683e-01
      4798   -1.7250676791e+01    2.5960208088e-01    9.7085157863e+02    9.7100000000e+02    5.0000000000e-02   -1.7273279417e+01    9.9105107987e-01    1.0000000000e+00
      4799   -1.7256695768e+01    1.7648424673e-01    9.7378641684e+02    9.7400000000e+02    7.5000000000e-02   -1.7276365126e+01    9.8986728556e-01    9.9897330595e-01
      4800   -1.7255924656e+01    1.7986824334e-01    9.7578655298e+02    9.7600000000e+02    7.5000000000e-02   -1.7278414068e+01    9.8785354785e-01    9.9897540984e-01
      4801   -1.7265563083e+01    1.7823625284e-01    9.7582453118e+02    9.7600000000e+02    2.5000000000e-02   -1.7278412985e+01    9.8655179932e-01    9.9692622951e-01
      4802   -1.7279742982e+01    4.4916738818e-01    9.7396033631e+02    9.7400000000e+02    7.5000000000e-02   -1.7276360459e+01    9.8741946345e-01    1.0000000000e+00
      4803   -1.7287183641e+01    3.1772374058e-01    9.7505793636e+02    9.7500000000e+02    2.5000000000e-02   -1.7277387394e+01    9.9085268551e-01    9.9897435897e-01
      4804   -1.7284643272e+01    2.4663424415e-01    9.7408296993e+02    9.7400000000e+02    2.5000000000e-02   -1.7276364952e+01    9.9217351746e-01    9.9897330595e-01
      4805   -1.7265107984e+01    1.6132467795e-01    9.7398151521e+02    9.7400000000e+02    2.5000000000e-02   -1.7276370228e+01    9.8990109703e-01    9.9897330595e-01
      4806   -1.7277379483e+01    2.7060310468e-01    9.7592863488e+02    9.7600000000e+02    7.5000000000e-02   -1.7278426254e+01    9.9069700769e-01    9.9487704918e-01
      4807   -1.7278318595e+01    2.2428825899e-01    9.7105279277e+02    9.7100000000e+02    1.2500000000e-01   -1.7273290806e+01    9.9170307100e-01    9.9897013388e-01
      4808   -1.7294917430e+01    1.7671219854e-01    9.7013120979e+02    9.7000000000e+02    2.5000000000e-02   -1.7272263636e+01    9.8845498117e-01    9.9896907216e-01
      4809   -1.7266037254e+01    2.2094182264e-01    9.7206465143e+02    9.7200000000e+02    7.5000000000e-02   -1.7274326790e+01    9.8718607605e-01    1.0000000000e+00
      4810   -1.7270831239e+01    2.2971656908e-01    9.7392089013e+02    9.7400000000e+02    5.0000000000e-02   -1.7276389166e+01    9.8674055386e-01    9.9897330595e-01
      4811   -1.7259498130e+01    6.6745286027e-01    9.7483349405e+02    9.7500000000e+02    5.0000000000e-02   -1.7277416193e+01    9.8597365697e-01    9.9692307692e-01
      4812   -1.7281212185e+01    2.8316392018e-01    9.7190863424e+02    9.7200000000e+02    7.5000000000e-02   -1.7274336384e+01    9.8688666738e-01    9.9897119342e-01
      4813   -1.7296098220e+01    4.0340196234e-01    9.7212141189e+02    9.7200000000e+02    2.5000000000e-02   -1.7274335881e+01    9.8679982946e-01    9.9794238683e-01
      4814   -1.7271298564e+01    1.9643212444e-01    9.7206708230e+02    9.7200000000e+02    5.0000000000e-02   -1.7274339898e+01    9.8893607565e-01    1.0000000000e+00
      4815   -1.7272097617e+01    2.4772185489e-01    9.7295902067e+02    9.7300000000e+02    2.5000000000e-02   -1.7275375290e+01    9.8837382661e-01    1.0000000000e+00
      4816   -1.7267725774e+01    1.5141587171e-01    9.7393160395e+02    9.7400000000e+02    2.5000000000e-02   -1.7276404462e+01    9.8836627275e-01    9.9794661191e-01
      4817   -1.7264039568e+01    1.5485780199e-01    9.7191785486e+02    9.7200000000e+02    5.0000000000e-02   -1.7274351078e+01    9.9092740110e-01    9.9897119342e-01
      4818   -1.7256656108e+01    2.2620295391e-01    9.7385253601e+02    9.7400000000e+02    7.5000000000e-02   -1.7276407783e+01    9.8920929519e-01    9.9794661191e-01
      4819   -1.7266762992e+01    1.6514973872e-01    9.7386036951e+02    9.7400000000e+02    2.5000000000e-02   -1.7276408222e+01    9.9369634477e-01    9.9897330595e-01
      4820   -1.7260065660e+01    1.8945957538e-01    9.7288359390e+02    9.7300000000e+02    2.5000000000e-02   -1.7275379904e+01    9.8720601132e-01    9.9897225077e-01
      4821   -1.7270997927e+01    1.9598902191e-01    9.7191088520e+02    9.7200000000e+02    2.5000000000e-02   -1.7274352631e+01    9.8975065375e-01    9.9897119342e-01
      4822   -1.7274372819e+01    2.9499018606e-01    9.7693464291e+02    9.7700000000e+02    1.5000000000e-01   -1.7279483091e+01    9.8816491570e-01    9.9795291709e-01
      4823   -1.7252581667e+01    3.6093334250e-01    9.7485632092e+02    9.7500000000e+02    5.0000000000e-02   -1.7277435794e+01    9.8897833342e-01    1.0000000000e+00
      4824   -1.7277702622e+01    1.8605138305e-01    9.7685499452e+02    9.7700000000e+02    5.0000000000e-02   -1.7279487560e+01    9.8686011975e-01    9.9897645855e-01
      4825   -1.7277326534e+01    1.7949469034e-01    9.7698047621e+02    9.7700000000e+02    2.5000000000e-02   -1.7279485617e+01    9.8635660500e-01    9.9897645855e-01
      4826   -1.7272365990e+01    2.0653051660e-01    9.7595941950e+02    9.7600000000e+02    2.5000000000e-02   -1.7278464826e+01    9.8976676719e-01    9.9897540984e-01
      4827   -1.7258349615e+01    1.7444430078e-01    9.7487648631e+02    9.7500000000e+02    2.5000000000e-02   -1.7277442906e+01    9.9104078009e-01    9.9897435897e-01
      4828   -1.7264831721e+01    1.6513332887e-01    9.7385140935e+02    9.7400000000e+02    2.5000000000e-02   -1.7276418903e+01    9.8837393771e-01    9.9794661191e-01
      4829   -1.7241531449e+01    1.7506041341e-01    9.7278654266e+02    9.7300000000e+02    5.0000000000e-02   -1.7275390936e+01    9.9014784268e-01    9.9897225077e-01
      4830   -1.7238406474e+01    1.8586899114e-01    9.7166726345e+02    9.7200000000e+02    2.5000000000e-02   -1.7274363258e+01    9.8740480284e-01    9.9897119342e-01
      4831   -1.7246923392e+01    2.0499043657e-01    9.7268615062e+02    9.7300000000e+02    5.0000000000e-02   -1.7275387303e+01    9.8985892019e-01    9.9691675231e-01
      4832   -1.7261937494e+01    1.9512204357e-01    9.7381038781e+02    9.7400000000e+02    1.0000000000e-01   -1.7276409644e+01    9.8760900905e-01    9.9691991786e-01
      4833   -1.7268873649e+01    2.4440961761e-01    9.7390687537e+02    9.7400000000e+02    7.5000000000e-02   -1.7276406533e+01    9.8604647859e-01    9.9897330595e-01
      4834   -1.7253028312e+01    2.3946772206e-01    9.7385297236e+02    9.7400000000e+02    2.5000000000e-02   -1.7276406535e+01    9.8643216786e-01    9.9897330595e-01
      4835   -1.7272412293e+01    2.0474821372e-01    9.7485554713e+02    9.7500000000e+02    5.0000000000e-02   -1.7277434141e+01    9.8959572585e-01    9.9794871795e-01
      4836   -1.7279113912e+01    4.7522237634e-01    9.7884421207e+02    9.7900000000e+02    1.2500000000e-01   -1.7281526468e+01    9.9041756605e-01    9.9897854954e-01
      4837   -1.7278319677e+01    2.0511484559e-01    9.7789558569e+02    9.7800000000e+02    2.5000000000e-02   -1.7280506668e+01    9.9107933824e-01    9.9897750511e-01
      4838   -1.7276930865e+01    1.9258835667e-01    9.7796823525e+02    9.7800000000e+02    2.5000000000e-02   -1.7280510227e+01    9.8731729959e-01    9.9795501022e-01
      4839   -1.7269350458e+01    2.2877951529e-01    9.7594541211e+02    9.7600000000e+02    5.0000000000e-02   -1.7278466537e+01    9.8974390758e-01    9.9692622951e-01
      4840   -1.7285160982e+01    2.1707863016e-01    9.7401889509e+02    9.7400000000e+02    7.5000000000e-02   -1.7276418358e+01    9.8790706701e-01    9.9691991786e-01
      4841   -1.7267729909e+01    1.6367271540e-01    9.7202485699e+02    9.7200000000e+02    7.5000000000e-02   -1.7274364393e+01    9.8798521881e-01    9.9794238683e-01
      4842   -1.7268361884e+01    1.6320430549e-01    9.6995390760e+02    9.7000000000e+02    5.0000000000e-02   -1.7272309465e+01    9.8880994419e-01    1.0000000000e+00
      4843   -1.7251391403e+01    1.7626793641e-01    9.7285011191e+02    9.7300000000e+02    7.5000000000e-02   -1.7275398672e+01    9.9096167861e-01    1.0000000000e+00
      4844   -1.7264656754e+01    1.7179936791e-01    9.7282633397e+02    9.7300000000e+02    0.0000000000e+00   -1.7275399999e+01    9.8758740093e-01    1.0000000000e+00
      4845   -1.7271349404e+01    2.4612773126e-01    9.7391252928e+02    9.7400000000e+02    2.5000000000e-02   -1.7276425037e+01    9.8573726412e-01    9.9794661191e-01
      4846   -1.7250948011e+01    2.2413871865e-01    9.7186653484e+02    9.7200000000e+02    5.0000000000e-02   -1.7274370098e+01    9.8641031764e-01    9.9897119342e-01
      4847   -1.7261289607e+01    1.9250689026e-01    9.7380952201e+02    9.7400000000e+02    7.5000000000e-02   -1.7276427541e+01    9.8468450317e-01    1.0000000000e+00
      4848   -1.7260207016e+01    2.0764432896e-01    9.7483086710e+02    9.7500000000e+02    2.5000000000e-02   -1.7277451434e+01    9.9056945811e-01    9.9897435897e-01
      4849   -1.7255827950e+01    1.8787639764e-01    9.7381458284e+02    9.7400000000e+02    2.5000000000e-02   -1.7276425131e+01    9.8786044314e-01    9.9897330595e-01
      4850   -1.7244270681e+01    1.6205230442e-01    9.7473776912e+02    9.7500000000e+02    2.5000000000e-02   -1.7277450939e+01    9.9245992661e-01    9.9794871795e-01
      4851   -1.7258327870e+01    1.6137439149e-01    9.7475099409e+02    9.7500000000e+02    5.0000000000e-02   -1.7277449675e+01    9.9131400642e-01    9.9692307692e-01
      4852   -1.7252237331e+01    2.0422566373e-01    9.7380443305e+02    9.7400000000e+02    7.5000000000e-02   -1.7276419857e+01    9.8646637347e-01    9.9897330595e-01
      4853   -1.7263345624e+01    1.9939549276e-01    9.7482001964e+02    9.7500000000e+02    5.0000000000e-02   -1.7277445279e+01    9.8693908477e-01    9.9897435897e-01
      4854   -1.7264356845e+01    1.7034262253e-01    9.7486332991e+02    9.7500000000e+02    2.5000000000e-02   -1.7277443275e+01    9.8815903437e-01    1.0000000000e+00
      4855   -1.7256554106e+01    1.5370294072e-01    9.7582236525e+02    9.7600000000e+02    2.5000000000e-02   -1.7278468681e+01    9.8803636095e-01    9.9795081967e-01
      4856   -1.7266643694e+01    1.7031553122e-01    9.7583738174e+02    9.7600000000e+02    2.5000000000e-02   -1.7278469180e+01    9.8734756849e-01    9.9897540984e-01
      4857   -1.7274250489e+01    2.0455885590e-01    9.7493331793e+02    9.7500000000e+02    2.5000000000e-02   -1.7277442953e+01    9.8799188526e-01    1.0000000000e+00
      4858   -1.7267449111e+01    2.2981584559e-01    9.7790272471e+02    9.7800000000e+02    7.5000000000e-02   -1.7280516123e+01    9.8898068047e-01    9.9693251534e-01
      4859   -1.7282188553e+01    1.9963715665e-01    9.7497438748e+02    9.7500000000e+02    5.0000000000e-02   -1.7277446463e+01    9.8799719623e-01    1.0000000000e+00
      4860   -1.7287499188e+01    2.0848626469e-01    9.7704699048e+02    9.7700000000e+02    5.0000000000e-02   -1.7279496779e+01    9.8839990498e-01    1.0000000000e+00
      4861   -1.7267567396e+01    1.6657055534e-01    9.7995822238e+02    9.8000000000e+02    7.5000000000e-02   -1.7282566872e+01    9.8676092401e-01    9.9795918367e-01
      4862   -1.7249655163e+01    2.5268919812e-01    9.7779676222e+02    9.7800000000e+02    5.0000000000e-02   -1.7280529237e+01    9.8661557251e-01    9.9897750511e-01
      4863   -1.7264403142e+01    1.7983127797e-01    9.7777222645e+02    9.7800000000e+02    2.5000000000e-02   -1.7280530394e+01    9.9167267688e-01    1.0000000000e+00
      4864   -1.7275347986e+01    1.9737991478e-01    9.7888050219e+02    9.7900000000e+02    2.5000000000e-02   -1.7281549832e+01    9.8510437078e-01    9.9795709908e-01
      4865   -1.7275586917e+01    2.8908288383e-01    9.7695509906e+02    9.7700000000e+02    5.0000000000e-02   -1.7279505347e+01    9.8912154287e-01    1.0000000000e+00
      4866   -1.7253939414e+01    3.6317608444e-01    9.7784360557e+02    9.7800000000e+02    2.5000000000e-02   -1.7280531124e+01    9.8969370511e-01    9.9693251534e-01
      4867   -1.7255711274e+01    2.8629822585e-01    9.7577370796e+02    9.7600000000e+02    7.5000000000e-02   -1.7278486847e+01    9.8930694117e-01    9.9897540984e-01
      4868   -1.7261295663e+01    2.2067525528e-01    9.7579616610e+02    9.7600000000e+02    2.5000000000e-02   -1.7278485196e+01    9.8667341143e-01    1.0000000000e+00
      4869   -1.7258202931e+01    2.2476699427e-01    9.7581060983e+02    9.7600000000e+02    0.0000000000e+00   -1.7278483911e+01    9.9154593430e-01    9.9795081967e-01
      4870   -1.7265523956e+01    2.9337353784e-01    9.7585098693e+02    9.7600000000e+02    5.0000000000e-02   -1.7278483775e+01    9.8541139462e-01    9.9897540984e-01
      4871   -1.7273671172e+01    2.2171576260e-01    9.7491728816e+02    9.7500000000e+02    2.5000000000e-02   -1.7277457888e+01    9.8819505359e-01    9.9794871795e-01
      4872   -1.7251101357e+01    1.7993726120e-01    9.7684005125e+02    9.7700000000e+02    7.5000000000e-02   -1.7279507804e+01    9.9013763415e-01    9.9795291709e-01
      4873   -1.7255164146e+01    1.9508695142e-01    9.7575193445e+02    9.7600000000e+02    5.0000000000e-02   -1.7278486147e+01    9.8861366175e-01    1.0000000000e+00
      4874   -1.7241748543e+01    2.1571150171e-01    9.7669620486e+02    9.7700000000e+02    0.0000000000e+00   -1.7279507981e+01    9.9000176833e-01    1.0000000000e+00
      4875   -1.7258109641e+01    1.6499434518e-01    9.7670695455e+02    9.7700000000e+02    0.0000000000e+00   -1.7279506585e+01    9.8780335096e-01    9.9897645855e-01
      4876   -1.7257074247e+01    1.8321016292e-01    9.7777563862e+02    9.7800000000e+02    5.0000000000e-02   -1.7280525451e+01    9.9081174208e-01    9.9897750511e-01
      4877   -1.7265223504e+01    2.4667810069e-01    9.7880158286e+02    9.7900000000e+02    5.0000000000e-02   -1.7281546635e+01    9.9035304623e-01    9.9489274770e-01
      4878   -1.7265790023e+01    2.2012618923e-01    9.7488948420e+02    9.7500000000e+02    1.2500000000e-01   -1.7277451462e+01    9.8836410865e-01    9.9794871795e-01
      4879   -1.7253129429e+01    1.7536136717e-01    9.7284175154e+02    9.7300000000e+02    5.0000000000e-02   -1.7275398746e+01    9.8867241008e-01    9.9794450154e-01
      4880   -1.7279532714e+01    3.8405744836e-01    9.7089648512e+02    9.7100000000e+02    5.0000000000e-02   -1.7273341921e+01    9.8837880426e-01    9.9794026777e-01
      4881   -1.7272464478e+01    1.9241171452e-01    9.6999792426e+02    9.7000000000e+02    5.0000000000e-02   -1.7272309714e+01    9.8852922418e-01    9.9896907216e-01
      4882   -1.7266027660e+01    1.9368257054e-01    9.6996650944e+02    9.7000000000e+02    2.5000000000e-02   -1.7272313323e+01    9.8946605472e-01    1.0000000000e+00
      4883   -1.7265571590e+01    2.0949339385e-01    9.7092126184e+02    9.7100000000e+02    2.5000000000e-02   -1.7273345878e+01    9.8614814313e-01    1.0000000000e+00
      4884   -1.7245954936e+01    2.2353223163e-01    9.7082281379e+02    9.7100000000e+02    0.0000000000e+00   -1.7273346714e+01    9.8799018878e-01    9.9691040165e-01
      4885   -1.7258669761e+01    2.6461147618e-01    9.6882659523e+02    9.6900000000e+02    7.5000000000e-02   -1.7271285599e+01    9.8822612196e-01    9.9896800826e-01
      4886   -1.7250168641e+01    1.6606333443e-01    9.6985783303e+02    9.7000000000e+02    2.5000000000e-02   -1.7272313778e+01    9.8942676691e-01    9.9896907216e-01
      4887   -1.7283206828e+01    2.0528976191e-01    9.6894985985e+02    9.6900000000e+02    2.5000000000e-02   -1.7271281645e+01    9.8946686332e-01    1.0000000000e+00
      4888   -1.7277104985e+01    1.6693541794e-01    9.6907820068e+02    9.6900000000e+02    0.0000000000e+00   -1.7271279230e+01    9.8923419833e-01    9.9793601651e-01
      4889   -1.7277778796e+01    1.9458468661e-01    9.7004904763e+02    9.7000000000e+02    7.5000000000e-02   -1.7272315047e+01    9.8817309462e-01    1.0000000000e+00
      4890   -1.7260300363e+01    1.8862550569e-01    9.7294655213e+02    9.7300000000e+02    7.5000000000e-02   -1.7275406163e+01    9.8806459662e-01    9.9794450154e-01
      4891   -1.7261393022e+01    1.9626042261e-01    9.7385310395e+02    9.7400000000e+02    5.0000000000e-02   -1.7276436626e+01    9.8702166459e-01    1.0000000000e+00
      4892   -1.7254532619e+01    2.7441230450e-01    9.7381334087e+02    9.7400000000e+02    0.0000000000e+00   -1.7276436286e+01    9.9074107117e-01    9.9794661191e-01
      4893   -1.7257391016e+01    2.2324197039e-01    9.7380394988e+02    9.7400000000e+02    5.0000000000e-02   -1.7276436171e+01    9.9011667681e-01    9.9794661191e-01
      4894   -1.7269470018e+01    1.8672894890e-01    9.7289751854e+02    9.7300000000e+02    5.0000000000e-02   -1.7275407429e+01    9.8691279508e-01    9.9691675231e-01
      4895   -1.7281654893e+01    2.0571218181e-01    9.7102581672e+02    9.7100000000e+02    7.5000000000e-02   -1.7273348880e+01    9.8823305409e-01    9.9897013388e-01
      4896   -1.7276490855e+01    1.9206611549e-01    9.7005809988e+02    9.7000000000e+02    2.5000000000e-02   -1.7272320021e+01    9.8714734231e-01    9.9896907216e-01
